Sandık No,Seçim Çevresi,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Sandıktan Çıkan Oy Pusulası Sayısı,122. Maddeye Göre Yakılarak İptal Edilen Oy Pusulası Sayısı,Kullanılma-dığından İptal Edilerek Saklanan Oy Pusulası Sayısı,Geçerli Oy Pusulası Sayısı,Geçersiz Oy Pusulası Sayısı,Ersin Tatar,Tufan Erhürman,YDP,MDP,Arif Salih,Ahmet Boran,Mustafa Ulaş,Alpan Uz,Kudret Özersay,Mustafa Akıncı,Serdar Denktaş,Region
1,PİLE - PİLE,404,168,169,1,236,164,4,26,57,0,0,1,0,0,0,16,48,16,Magusa
2,AKDOĞAN - AKDOĞAN,285,128,128,0,157,123,5,26,50,2,0,0,1,0,0,0,41,3,Magusa
3,AKDOĞAN - AKDOĞAN,288,200,200,0,88,193,7,75,60,3,0,0,0,0,0,7,40,8,Magusa
4,AKDOĞAN - AKDOĞAN,283,214,214,0,69,187,27,61,72,1,0,1,0,0,0,5,39,8,Magusa
5,AKDOĞAN - AKDOĞAN,287,198,198,0,89,186,12,65,69,6,1,0,0,0,1,8,34,2,Magusa
6,AKDOĞAN - AKDOĞAN,286,199,199,0,87,189,10,42,91,1,0,0,0,0,0,1,50,4,Magusa
7,AKDOĞAN - AKDOĞAN,284,203,203,0,81,182,21,79,48,2,1,0,0,0,0,1,48,3,Magusa
8,AKDOĞAN - AKDOĞAN,286,193,193,0,93,184,9,65,70,1,2,2,0,0,0,4,32,8,Magusa
9,BEYARMUDU - BEYARMUDU,246,163,163,0,83,148,15,57,17,1,0,1,0,0,0,6,59,7,Magusa
10,BEYARMUDU - BEYARMUDU,247,168,168,0,79,142,26,45,15,1,0,0,0,0,0,13,67,1,Magusa
11,BEYARMUDU - BEYARMUDU,245,151,151,0,94,125,26,56,21,0,0,1,1,0,0,4,34,8,Magusa
12,BEYARMUDU - BEYARMUDU,245,167,167,0,78,154,13,44,15,0,0,0,0,0,0,2,92,1,Magusa
13,BEYARMUDU - ÇAYÖNÜ,313,200,200,0,113,182,18,89,35,8,0,0,0,0,0,14,28,8,Magusa
14,BEYARMUDU - ÇAYÖNÜ,306,184,184,0,122,177,7,76,24,17,2,0,1,0,0,21,27,9,Magusa
15,BEYARMUDU - GÜVERCİNLİK,301,198,198,0,103,182,16,121,20,23,1,1,0,0,0,14,1,1,Magusa
16,BEYARMUDU - GÜVERCİNLİK,303,182,182,0,121,165,17,95,18,34,0,0,0,0,0,14,4,0,Magusa
17,BEYARMUDU - GÜVERCİNLİK,298,204,204,0,94,200,4,145,7,35,0,0,0,0,0,13,0,0,Magusa
18,BEYARMUDU - İNCİRLİ,361,177,177,0,184,166,11,65,28,6,0,0,0,0,0,9,48,10,Magusa
19,BEYARMUDU - KÖPRÜLÜ,182,94,94,0,88,88,6,24,21,0,0,2,0,0,1,29,11,0,Magusa
20,BEYARMUDU - TÜRKMENKÖY,245,166,166,0,79,154,12,45,43,0,0,0,0,0,1,18,45,2,Magusa
21,BEYARMUDU - TÜRKMENKÖY,241,152,152,0,89,141,11,32,46,0,1,0,0,0,0,7,38,17,Magusa
22,BEYARMUDU - TÜRKMENKÖY,238,158,158,0,80,144,14,28,50,2,0,0,0,0,0,17,47,0,Magusa
23,GAZİMAĞUSA - ANADOLU MAH,279,137,137,0,142,128,9,54,25,34,0,1,0,0,0,4,8,2,Magusa
24,GAZİMAĞUSA - ANADOLU MAH,247,119,119,0,128,114,5,80,8,17,0,0,1,0,0,0,6,2,Magusa
25,GAZİMAĞUSA - ANADOLU MAH,249,152,152,0,97,143,9,80,19,23,1,0,0,0,0,5,12,3,Magusa
26,GAZİMAĞUSA - ANADOLU MAH,246,134,134,0,112,129,5,64,14,26,2,0,0,0,0,6,17,0,Magusa
27,GAZİMAĞUSA - ANADOLU MAH,247,127,127,0,120,125,2,64,9,29,0,0,0,0,0,12,8,3,Magusa
28,GAZİMAĞUSA - BAYKAL MAH,289,140,140,0,149,138,2,37,21,4,3,0,0,0,0,14,43,16,Magusa
29,GAZİMAĞUSA - BAYKAL MAH,286,125,125,0,161,121,4,44,22,2,0,0,0,0,0,9,44,0,Magusa
30,GAZİMAĞUSA - BAYKAL MAH,295,160,160,0,135,159,1,44,30,2,0,0,0,0,0,13,62,8,Magusa
31,GAZİMAĞUSA - BAYKAL MAH,295,148,148,0,147,144,4,40,39,5,1,0,0,0,0,1,48,10,Magusa
32,GAZİMAĞUSA - BAYKAL MAH,291,148,148,0,143,138,10,36,26,3,0,0,0,0,0,7,58,8,Magusa
33,GAZİMAĞUSA - BAYKAL MAH,294,150,150,0,144,149,1,45,24,2,1,0,0,0,0,5,61,11,Magusa
34,GAZİMAĞUSA - BAYKAL MAH,291,139,139,0,152,134,5,27,30,2,0,0,0,0,0,12,57,6,Magusa
35,GAZİMAĞUSA - CANBULAT MAH,272,108,108,0,164,107,1,38,24,4,0,1,0,0,1,8,30,1,Magusa
36,GAZİMAĞUSA - CANBULAT MAH,273,116,116,0,157,112,4,39,31,3,0,0,1,0,0,2,31,5,Magusa
37,GAZİMAĞUSA - CANBULAT MAH,273,137,137,0,136,135,2,40,27,6,2,1,0,0,0,13,39,7,Magusa
38,GAZİMAĞUSA - CANBULAT MAH,275,114,114,0,161,105,9,22,29,3,0,0,0,0,0,8,40,3,Magusa
39,GAZİMAĞUSA - CANBULAT MAH,274,143,143,0,131,123,20,41,30,1,0,0,0,0,0,7,42,2,Magusa
40,GAZİMAĞUSA - CANBULAT MAH,268,127,127,0,141,127,0,29,26,11,0,1,1,0,0,10,40,9,Magusa
41,GAZİMAĞUSA - CANBULAT MAH,268,143,143,0,125,135,8,40,27,3,0,0,0,1,0,9,50,5,Magusa
42,GAZİMAĞUSA - CANBULAT MAH,272,119,119,0,153,107,12,29,27,3,0,0,0,0,0,8,34,6,Magusa
43,GAZİMAĞUSA - CANBULAT MAH,265,143,143,0,122,132,11,44,17,2,1,0,0,0,0,13,48,7,Magusa
44,GAZİMAĞUSA - ÇANAKKALE MAH,280,83,83,0,197,72,11,39,10,1,0,0,0,0,0,8,11,3,Magusa
45,GAZİMAĞUSA - ÇANAKKALE MAH,276,141,141,0,135,136,5,45,18,9,0,2,0,0,0,11,34,17,Magusa
46,GAZİMAĞUSA - ÇANAKKALE MAH,276,170,170,0,106,168,2,74,40,6,0,0,0,0,0,12,32,4,Magusa
47,GAZİMAĞUSA - ÇANAKKALE MAH,277,145,145,0,132,136,9,42,33,7,2,0,1,0,0,11,34,6,Magusa
48,GAZİMAĞUSA - ÇANAKKALE MAH,278,161,161,0,117,156,5,39,31,4,0,0,0,0,0,12,68,2,Magusa
49,GAZİMAĞUSA - ÇANAKKALE MAH,277,155,155,0,122,143,12,49,39,1,0,0,0,0,0,12,32,10,Magusa
50,GAZİMAĞUSA - ÇANAKKALE MAH,277,150,150,0,127,138,12,35,31,4,0,0,0,1,0,9,52,6,Magusa
51,GAZİMAĞUSA - ÇANAKKALE MAH,280,124,124,0,156,118,6,43,26,5,0,0,0,0,0,4,30,10,Magusa
52,GAZİMAĞUSA - DUMLUPINAR MAH,301,155,155,0,146,149,6,43,19,4,0,0,0,0,0,24,58,1,Magusa
53,GAZİMAĞUSA - DUMLUPINAR MAH,301,156,156,0,145,150,6,58,47,1,0,0,0,0,1,5,37,1,Magusa
54,GAZİMAĞUSA - DUMLUPINAR MAH,301,161,161,0,140,156,5,38,41,7,0,0,1,0,0,12,56,1,Magusa
55,GAZİMAĞUSA - DUMLUPINAR MAH,300,153,153,0,147,151,2,57,27,4,1,0,0,0,0,8,43,11,Magusa
56,GAZİMAĞUSA - DUMLUPINAR MAH,300,154,154,0,146,148,6,56,20,1,0,0,0,0,0,7,62,2,Magusa
57,GAZİMAĞUSA - DUMLUPINAR MAH,301,157,158,1,144,154,3,36,42,4,2,0,0,0,1,11,57,1,Magusa
58,GAZİMAĞUSA - DUMLUPINAR MAH,301,185,185,0,116,174,11,34,39,4,0,0,0,0,0,13,82,2,Magusa
59,GAZİMAĞUSA - HARİKA MAH,224,137,137,0,87,121,16,77,9,14,0,0,0,0,0,7,9,5,Magusa
60,GAZİMAĞUSA - HARİKA MAH,225,124,124,0,101,122,2,92,4,18,1,0,0,0,0,6,1,0,Magusa
61,GAZİMAĞUSA - KARAKOL MAH,277,163,163,0,114,161,2,38,50,9,2,0,0,0,0,6,49,7,Magusa
62,GAZİMAĞUSA - KARAKOL MAH,274,128,128,0,160,122,6,34,37,5,0,0,0,0,1,11,29,5,Magusa
63,GAZİMAĞUSA - KARAKOL MAH,281,163,163,0,118,161,2,41,58,2,0,1,0,0,0,13,42,4,Magusa
64,GAZİMAĞUSA - KARAKOL MAH,274,123,123,0,151,107,16,35,20,2,0,0,0,0,0,16,32,2,Magusa
65,GAZİMAĞUSA - KARAKOL MAH,276,136,136,0,140,133,3,32,29,5,0,0,0,0,0,7,55,5,Magusa
66,GAZİMAĞUSA - KARAKOL MAH,277,141,141,0,136,137,4,33,42,3,0,0,0,0,0,12,44,3,Magusa
67,GAZİMAĞUSA - KARAKOL MAH,279,166,166,0,113,162,4,32,50,1,0,0,0,0,0,19,49,11,Magusa
68,GAZİMAĞUSA - KARAKOL MAH,278,162,162,0,116,152,10,48,44,7,1,0,0,0,0,5,46,1,Magusa
69,GAZİMAĞUSA - KARAKOL MAH,277,130,130,0,147,124,6,43,25,7,0,0,0,0,0,19,25,5,Magusa
70,GAZİMAĞUSA - LALA MUSTAFAPAŞA,259,128,128,0,131,121,7,23,30,6,0,0,0,0,0,6,46,10,Magusa
71,GAZİMAĞUSA - LALA MUSTAFAPAŞA,261,112,112,0,149,110,2,22,29,1,0,0,0,0,0,6,48,4,Magusa
72,GAZİMAĞUSA - LALA MUSTAFAPAŞA,257,115,115,0,142,108,7,38,15,13,0,0,0,1,0,9,25,7,Magusa
73,GAZİMAĞUSA - LALA MUSTAFAPAŞA,259,127,127,0,132,122,5,25,37,1,0,0,1,0,0,5,46,7,Magusa
74,GAZİMAĞUSA - LALA MUSTAFAPAŞA,259,149,149,0,110,141,8,46,49,3,0,1,0,0,0,6,34,2,Magusa
75,GAZİMAĞUSA - LALA MUSTAFAPAŞA,260,155,155,0,105,146,9,56,29,8,0,0,0,0,0,14,34,5,Magusa
76,GAZİMAĞUSA - LALA MUSTAFAPAŞA,261,120,120,0,141,110,10,39,25,2,0,0,1,0,0,5,35,3,Magusa
77,GAZİMAĞUSA - MUTLUYAKA,213,150,150,0,63,148,2,49,45,5,0,1,1,0,0,4,38,5,Magusa
78,GAZİMAĞUSA - MUTLUYAKA,200,126,126,0,74,123,3,19,47,2,1,2,0,0,0,14,34,4,Magusa
79,GAZİMAĞUSA - NAMIK KEMAL MAH,276,132,132,0,144,130,2,35,30,6,0,0,0,0,0,5,47,7,Magusa
80,GAZİMAĞUSA - NAMIK KEMAL MAH,280,118,118,0,162,112,6,38,19,6,0,0,0,0,0,12,33,4,Magusa
81,GAZİMAĞUSA - PERTEVPAŞA MAH,293,145,145,0,148,120,25,57,26,6,1,0,0,0,0,8,16,6,Magusa
82,GAZİMAĞUSA - PERTEVPAŞA MAH,296,133,133,0,163,121,12,60,15,13,0,0,0,0,0,6,8,19,Magusa
83,GAZİMAĞUSA - PERTEVPAŞA MAH,297,141,141,0,156,136,5,72,13,21,0,0,0,0,0,15,10,5,Magusa
84,GAZİMAĞUSA - PERTEVPAŞA MAH,296,136,136,0,160,129,7,71,15,12,0,0,0,0,0,14,11,6,Magusa
85,GAZİMAĞUSA - PİYALE PAŞA MAH,254,137,137,0,117,131,6,83,14,8,0,0,0,0,0,7,10,9,Magusa
86,GAZİMAĞUSA - PİYALE PAŞA MAH,252,120,120,0,132,107,13,60,14,14,2,0,0,0,0,8,5,4,Magusa
87,GAZİMAĞUSA - PİYALE PAŞA MAH,257,139,139,0,118,131,8,64,19,19,0,0,0,0,0,10,15,4,Magusa
88,GAZİMAĞUSA - PİYALE PAŞA MAH,254,110,110,0,144,100,10,54,9,15,6,0,0,0,0,4,10,2,Magusa
89,GAZİMAĞUSA - PİYALE PAŞA MAH,253,136,136,0,117,123,13,62,14,11,0,0,0,0,0,11,19,6,Magusa
90,GAZİMAĞUSA - SAKARYA MAH,296,172,172,0,124,166,6,33,49,1,0,0,0,0,0,10,71,2,Magusa
91,GAZİMAĞUSA - SAKARYA MAH,294,116,116,0,178,114,2,28,20,4,0,0,0,0,0,11,48,3,Magusa
92,GAZİMAĞUSA - SAKARYA MAH,297,137,137,0,160,124,13,32,30,5,0,0,1,0,0,3,48,5,Magusa
93,GAZİMAĞUSA - SAKARYA MAH,295,158,158,0,137,149,9,14,45,0,0,0,0,0,0,1,85,4,Magusa
94,GAZİMAĞUSA - SAKARYA MAH,293,156,156,0,137,152,4,49,37,4,0,0,0,0,0,16,45,1,Magusa
95,GAZİMAĞUSA - SAKARYA MAH,292,107,107,0,185,102,5,28,28,3,0,0,0,0,0,0,40,3,Magusa
96,GAZİMAĞUSA - SAKARYA MAH,296,105,105,0,191,102,3,35,23,0,1,0,0,1,0,10,27,5,Magusa
97,GAZİMAĞUSA - SAKARYA MAH,296,172,172,0,124,171,1,21,52,1,0,0,0,0,0,2,89,6,Magusa
98,GAZİMAĞUSA - SURİÇİ MAH,278,119,119,0,159,117,2,48,19,0,1,0,0,0,0,10,30,9,Magusa
99,GAZİMAĞUSA - SURİÇİ MAH,284,143,143,0,141,136,7,30,40,5,0,0,0,0,0,8,46,7,Magusa
100,GAZİMAĞUSA - SURİÇİ MAH,277,132,132,0,145,124,8,37,25,5,0,0,0,0,0,1,52,4,Magusa
101,GAZİMAĞUSA - SURİÇİ MAH,278,122,122,0,156,115,7,40,25,0,1,0,0,0,0,9,32,8,Magusa
102,GAZİMAĞUSA - SURİÇİ MAH,280,132,132,0,148,129,3,34,45,3,0,0,0,0,0,9,35,3,Magusa
103,GAZİMAĞUSA - TUZLA MAH,291,172,172,0,119,165,7,42,54,1,0,0,0,0,0,9,55,4,Magusa
104,GAZİMAĞUSA - TUZLA MAH,298,184,184,0,114,183,1,36,51,6,0,0,0,0,0,11,72,7,Magusa
105,GAZİMAĞUSA - TUZLA MAH,283,185,185,0,98,181,4,38,52,2,1,1,0,0,0,9,75,3,Magusa
106,GAZİMAĞUSA - TUZLA MAH,286,192,192,0,94,159,33,23,44,1,0,0,0,0,0,10,75,6,Magusa
107,GAZİMAĞUSA - TUZLA MAH,290,114,114,0,176,100,14,27,27,2,0,1,0,0,0,14,27,2,Magusa
108,GAZİMAĞUSA - TUZLA MAH,290,175,175,0,115,169,6,50,42,2,0,1,0,0,0,17,54,3,Magusa
109,GAZİMAĞUSA - TUZLA MAH,291,185,185,0,106,179,6,39,52,0,0,0,0,0,0,9,76,3,Magusa
110,GAZİMAĞUSA - ZAFER MAH,288,135,135,0,153,134,1,80,12,19,1,1,0,0,0,13,7,1,Magusa
111,GAZİMAĞUSA - ZAFER MAH,285,143,143,0,142,133,10,72,15,22,1,0,0,1,0,4,17,1,Magusa
112,GAZİMAĞUSA - ZAFER MAH,286,143,143,0,143,140,3,73,15,25,1,0,0,0,0,9,16,1,Magusa
113,GAZİMAĞUSA - ZAFER MAH,289,125,125,0,164,118,7,71,14,15,0,0,0,0,0,3,13,2,Magusa
114,GAZİMAĞUSA - ZAFER MAH,287,137,137,0,150,135,2,79,9,23,1,0,0,0,0,9,9,5,Magusa
115,GAZİMAĞUSA - ZAFER MAH,283,154,154,0,129,136,18,77,13,25,0,0,0,0,1,9,7,4,Magusa
116,GEÇİTKALE - ÇAMLICA,91,64,64,0,27,58,6,23,16,0,0,0,0,0,0,3,14,2,Magusa
117,GEÇİTKALE - ÇINARLI,198,121,121,0,77,111,10,31,47,0,0,0,0,0,0,12,20,1,Magusa
118,GEÇİTKALE - GEÇİTKALE,276,186,186,0,90,184,2,65,41,2,0,0,0,0,1,13,45,17,Magusa
119,GEÇİTKALE - GEÇİTKALE,272,168,168,0,104,158,10,85,29,2,0,1,0,0,0,10,28,3,Magusa
120,GEÇİTKALE - GEÇİTKALE,277,180,180,0,97,165,15,74,53,1,0,0,0,0,0,5,27,5,Magusa
121,GEÇİTKALE - GEÇİTKALE,277,181,181,0,96,175,6,73,63,0,0,0,0,0,0,6,31,2,Magusa
122,GEÇİTKALE - MALLIDAĞ,167,120,120,0,47,106,14,40,21,0,0,2,0,0,0,6,36,1,Magusa
123,GEÇİTKALE - NERGİSLİ,272,166,166,0,106,161,5,47,74,2,0,0,0,0,0,2,33,3,Magusa
124,GEÇİTKALE - SÜTLÜCE,271,171,171,0,100,160,11,81,40,0,0,0,0,0,1,11,25,2,Magusa
125,GEÇİTKALE - YAMAÇKÖY,69,52,52,0,17,52,0,27,2,12,0,0,0,0,0,7,4,0,Magusa
126,İNÖNÜ - DÖRTYOL,285,140,140,0,145,139,1,59,43,25,0,0,0,1,1,1,5,4,Magusa
127,İNÖNÜ - DÖRTYOL,285,160,160,0,125,150,10,72,27,28,1,0,0,0,0,6,10,6,Magusa
128,İNÖNÜ - DÖRTYOL,286,147,147,0,139,132,15,64,17,25,0,0,0,1,0,12,7,6,Magusa
129,İNÖNÜ - DÖRTYOL,283,155,155,0,128,150,5,66,37,32,1,0,0,0,0,5,2,7,Magusa
130,İNÖNÜ - İNÖNÜ,274,130,130,0,144,120,10,47,29,4,0,0,0,0,0,2,38,0,Magusa
131,İNÖNÜ - İNÖNÜ,274,158,158,0,116,137,21,47,44,1,0,0,0,0,0,9,35,1,Magusa
132,İNÖNÜ - İNÖNÜ,273,137,137,0,136,129,8,55,42,1,0,0,0,0,0,3,25,3,Magusa
133,İNÖNÜ - KORKUTELİ,315,200,200,0,115,166,34,101,7,35,1,1,0,0,0,12,1,8,Magusa
134,İNÖNÜ - KORKUTELİ,317,209,209,0,108,167,42,83,16,31,1,0,4,0,0,16,6,10,Magusa
135,PAŞAKÖY - ASLANKÖY,325,206,206,0,119,201,5,61,53,1,0,0,0,0,0,17,52,17,Magusa
136,PAŞAKÖY - KURUDERE,247,166,166,0,81,164,2,95,13,28,0,2,0,0,1,5,5,15,Magusa
137,PAŞAKÖY - PAŞAKÖY,262,165,165,0,97,150,15,57,45,17,0,1,0,0,0,13,17,0,Magusa
138,PAŞAKÖY - PAŞAKÖY,269,143,143,0,126,130,13,57,26,10,0,1,0,0,0,4,26,6,Magusa
139,PAŞAKÖY - PAŞAKÖY,266,164,164,0,102,149,15,70,32,13,0,0,0,0,0,9,19,6,Magusa
140,PAŞAKÖY - PAŞAKÖY,266,129,129,0,137,123,6,69,33,9,0,0,0,0,0,0,8,4,Magusa
141,PAŞAKÖY - ULUKIŞLA,245,128,128,0,117,123,5,67,18,12,2,0,0,0,0,11,7,6,Magusa
142,PAŞAKÖY - ULUKIŞLA,246,144,144,0,102,143,1,78,13,37,0,0,0,0,0,9,0,6,Magusa
143,SERDARLI - ERGENEKON,93,65,65,0,28,60,5,36,10,0,0,0,0,0,0,0,13,1,Magusa
144,SERDARLI - GÖNENDERE,334,208,208,0,126,203,5,57,39,1,0,0,1,0,0,5,94,6,Magusa
145,SERDARLI - GÖRNEÇ,216,149,149,0,67,135,14,43,28,1,1,1,0,1,0,6,51,3,Magusa
146,SERDARLI - GÖRNEÇ,215,162,162,0,53,151,11,56,50,0,1,2,0,0,0,3,31,8,Magusa
147,SERDARLI - PINARLI,175,122,122,0,53,122,0,76,4,10,0,1,0,0,0,2,28,1,Magusa
148,SERDARLI - SERDARLI,260,164,164,0,96,147,17,32,48,3,0,1,1,0,0,5,53,4,Magusa
149,SERDARLI - SERDARLI,258,147,147,0,111,144,3,68,41,1,1,0,0,0,0,0,28,5,Magusa
150,SERDARLI - SERDARLI,258,168,168,0,90,163,5,53,56,0,0,0,1,0,0,2,51,0,Magusa
151,SERDARLI - SERDARLI,256,147,147,0,109,134,13,43,43,1,0,1,0,0,1,4,36,5,Magusa
152,SERDARLI - TİRMEN,163,82,82,0,81,82,0,62,4,1,0,0,0,0,0,9,6,0,Magusa
153,TATLISU - AKTUNÇ MAH,322,182,182,0,140,168,14,58,18,19,3,0,0,0,3,21,11,35,Magusa
154,TATLISU - AKTUNÇ MAH,324,158,158,0,166,138,20,43,15,36,2,0,1,1,0,8,9,23,Magusa
155,TATLISU - KÜÇÜK ERENKÖY MAH,140,91,91,0,49,82,9,33,9,15,0,0,0,0,0,10,8,7,Magusa
156,TATLISU - YALI MAH,243,136,136,0,107,128,8,55,23,16,0,0,0,0,0,4,13,17,Magusa
157,VADİLİ - TURUNÇLU,208,144,144,0,64,142,2,58,33,1,0,0,0,0,0,9,22,19,Magusa
158,VADİLİ - VADİLİ,307,222,222,0,85,220,2,107,48,20,0,0,0,0,0,7,33,5,Magusa
159,VADİLİ - VADİLİ,308,174,174,0,134,167,7,85,27,22,0,0,0,0,0,11,19,3,Magusa
160,VADİLİ - VADİLİ,308,171,171,0,137,166,5,76,24,38,0,0,0,0,0,2,20,6,Magusa
161,VADİLİ - VADİLİ,308,212,212,0,96,198,14,118,25,12,1,0,0,0,0,10,16,16,Magusa
162,VADİLİ - VADİLİ,308,212,212,0,96,207,5,89,40,2,0,0,0,0,0,16,52,8,Magusa
163,VADİLİ - VADİLİ,305,196,196,0,109,193,3,103,19,28,1,0,0,1,0,9,30,2,Magusa
164,YENİ BOĞAZİÇİ - AKOVA,299,193,193,0,106,186,7,88,46,15,0,1,1,1,0,6,26,2,Magusa
165,YENİ BOĞAZİÇİ - AKOVA,292,192,192,0,100,185,7,72,31,10,0,0,0,0,0,7,65,0,Magusa
166,YENİ BOĞAZİÇİ - ALANİÇİ,256,152,152,0,104,135,17,65,19,13,1,0,0,0,1,13,22,1,Magusa
167,YENİ BOĞAZİÇİ - ALANİÇİ,251,163,163,0,88,151,12,74,26,8,0,0,0,0,0,7,33,3,Magusa
168,YENİ BOĞAZİÇİ - ALANİÇİ,252,155,155,0,97,144,11,57,25,20,0,0,0,1,0,12,29,0,Magusa
169,YENİ BOĞAZİÇİ - MORMENEKŞE MAH,265,149,149,0,116,146,3,55,20,34,1,1,0,0,0,17,18,0,Magusa
170,YENİ BOĞAZİÇİ - MORMENEKŞE MAH,266,158,158,0,108,146,12,50,23,7,0,0,0,0,0,18,46,2,Magusa
171,YENİ BOĞAZİÇİ - MORMENEKŞE MAH,266,154,154,0,112,141,13,56,13,10,0,0,0,0,0,27,24,11,Magusa
172,YENİ BOĞAZİÇİ - MORMENEKŞE MAH,265,163,163,0,102,158,5,48,33,13,0,2,0,0,0,27,32,3,Magusa
173,YENİ BOĞAZİÇİ - ŞEHİTLER,110,57,57,0,53,55,2,24,10,4,0,0,0,0,0,7,6,4,Magusa
174,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,286,167,167,0,119,156,11,39,44,1,0,0,0,0,0,14,51,7,Magusa
175,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,288,186,186,0,102,172,14,34,57,1,0,1,0,0,0,7,68,4,Magusa
176,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,282,167,167,0,115,162,5,32,38,0,3,0,0,0,0,11,75,3,Magusa
177,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,282,107,107,0,175,107,0,33,24,6,0,0,0,0,0,10,27,7,Magusa
178,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,288,156,156,0,132,155,1,62,44,9,0,1,0,0,0,8,31,0,Magusa
179,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,283,158,158,0,125,152,6,36,61,6,0,0,0,0,0,7,38,4,Magusa
180,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,283,141,141,0,142,133,8,53,26,6,0,1,0,0,0,8,39,0,Magusa
181,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,285,161,161,0,124,158,3,69,35,11,0,0,0,1,0,8,33,1,Magusa
182,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,304,182,182,0,122,179,3,58,49,3,0,0,0,0,0,20,46,3,Magusa
183,YENİ BOĞAZİÇİ - YENİ BOĞAZİÇİ,284,156,156,0,128,156,0,38,38,8,1,0,0,0,1,11,55,4,Magusa
184,YENİ BOĞAZİÇİ - YILDIRIM,250,178,178,0,72,176,2,71,36,0,1,0,0,0,0,10,56,2,Magusa
185,YENİ BOĞAZİÇİ - YILDIRIM,248,161,161,0,87,155,6,40,46,5,0,0,0,1,0,4,55,4,Magusa
1,ALSANCAK - CAĞLAYAN MAH,220,129,129,0,91,129,0,34,22,13,0,0,0,0,0,12,40,8,Girne
2,ALSANCAK - CAĞLAYAN MAH,218,99,99,0,119,97,2,19,13,8,3,0,0,0,0,3,49,2,Girne
3,ALSANCAK - ILGAZ,38,20,20,0,18,20,0,5,6,1,0,0,0,0,0,4,4,0,Girne
4,ALSANCAK - MALATYA/İNCESU,153,114,114,0,39,112,2,23,22,7,0,0,0,0,1,1,45,13,Girne
5,ALSANCAK - YAYLA MAH,288,162,162,0,126,154,8,33,48,4,0,0,0,0,0,6,58,5,Girne
6,ALSANCAK - YAYLA MAH,287,165,165,0,122,162,3,44,25,2,0,1,0,0,0,23,57,10,Girne
7,ALSANCAK - YAYLA MAH,286,151,151,0,135,150,1,31,42,15,0,0,0,0,0,10,49,3,Girne
8,ALSANCAK - YAYLA MAH,285,145,145,0,140,144,1,47,39,11,0,1,0,0,1,7,30,8,Girne
9,ALSANCAK - YAYLA MAH,290,155,155,0,135,154,1,58,22,13,0,0,0,1,0,5,54,1,Girne
10,ALSANCAK - YAYLA MAH,287,153,153,0,134,150,3,27,20,14,1,2,1,1,0,12,67,5,Girne
11,ALSANCAK - YAYLA MAH,289,184,184,0,105,174,10,53,36,10,1,2,0,0,0,15,53,4,Girne
12,ALSANCAK - YAYLA MAH,288,159,159,0,129,143,16,30,26,8,1,0,1,0,0,11,60,6,Girne
13,ALSANCAK - YAYLA MAH,291,156,156,0,135,155,1,34,36,13,0,0,0,0,1,13,54,4,Girne
14,ALSANCAK - YAYLA MAH,295,156,156,0,139,152,4,38,33,9,0,1,0,0,0,18,45,8,Girne
15,ALSANCAK - YEŞİLOVA MAH,264,170,170,0,94,169,1,55,30,13,0,0,0,1,0,6,57,7,Girne
16,ALSANCAK - YEŞİLOVA MAH,265,164,164,0,101,154,10,41,43,8,1,0,0,0,0,0,58,3,Girne
17,ALSANCAK - YEŞİLTEPE,263,144,144,0,119,142,2,31,33,16,2,0,0,0,0,22,34,4,Girne
18,ÇATALKÖY - ARAPKÖY,359,200,200,0,159,187,13,58,32,31,0,0,0,0,2,23,38,3,Girne
19,ÇATALKÖY - ÇATALKÖY,303,176,176,0,127,158,18,56,17,7,0,0,0,0,0,15,57,6,Girne
20,ÇATALKÖY - ÇATALKÖY,308,143,143,0,165,132,11,38,29,4,0,0,0,0,1,9,42,9,Girne
21,ÇATALKÖY - ÇATALKÖY,299,184,184,0,115,182,2,52,44,8,1,0,0,0,0,6,64,7,Girne
22,ÇATALKÖY - ÇATALKÖY,304,195,195,0,109,180,15,66,46,20,0,0,0,0,0,6,37,5,Girne
23,ÇATALKÖY - ÇATALKÖY,303,164,164,0,139,151,13,50,46,2,0,0,0,0,0,11,37,5,Girne
24,ÇATALKÖY - ÇATALKÖY,301,174,174,0,127,170,4,52,48,15,1,0,0,0,0,10,37,7,Girne
25,ÇATALKÖY - ÇATALKÖY,302,163,163,0,139,161,2,42,42,1,0,0,0,0,3,7,62,4,Girne
26,ÇATALKÖY - ÇATALKÖY,304,184,184,0,120,184,0,60,49,10,1,0,0,0,3,13,43,5,Girne
27,ÇATALKÖY - ÇATALKÖY,310,172,172,0,138,169,3,35,21,22,0,0,0,0,4,10,68,9,Girne
28,ÇATALKÖY - ÇATALKÖY,302,166,166,0,136,152,14,42,45,7,0,0,1,0,0,10,43,4,Girne
